Device Name,Status,
SEPF07816D0065E,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF07816D0066F,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEPF07816D0068A,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF07816D0068E,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF07816D006D0,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF07816D006D5,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF07816D009D7,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEPF07816D013C4,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF07816D014E6,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF07816D014EA,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF07816D03662,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEPF07816D036EF,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF07816D036F2,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF07816D0370B,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF07816D0373E,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF07816D037BD,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF07816D03817,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEPF07816D03AC6,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF07816D03B30,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF07816D03B3C,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF07816D03B55,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF07816D03B82,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF07816D03B85,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEPF07816D03C5D,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF07816D03E9D,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEPF07816D03EB2,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF07816D03ED1,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF07816D03ED9,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF0B2E576621B,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF41FC2669ABA,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEPF41FC267AA44,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF47F353C46A2,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF47F353C47C6,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF47F353D4A62,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF47F353D5045,Unregistered,
SEPF47F353D581E,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF47F35A3DA9B,Unregistered,
SEPF47F35A3DC07,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
SEPF47F35A3DC4E,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF47F35A3E0EA,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF47F35A3F0F0,Registered with KOFVZOFCCUCMSUB02.sa.kof.ccf,
SEPF47F35A3F1A7,Unregistered,
soutec1,Registered with KOFVZOFCCUCMSUB01.sa.kof.ccf,
